timestamp,tweet_text,username,all_hashtags,followers_count,favorite_count,retweets_count,length_of_tweet
2020-06-22 17:29:51,b'A commander level meeting held BTW India and China. \xf0\x9f\x91\x87https://t.co/5DvSrPcIV4#India #IndiaChinaBorder #LadakhBorder #LadakhFaceOff #PakistanArmy #PakistanNeedsNawazSharif #Pakistan https://t.co/fSSyReE9kL',b'baidaar_times',"['India', 'IndiaChinaBorder', 'LadakhBorder', 'LadakhFaceOff', 'PakistanArmy', 'PakistanNeedsNawazSharif', 'Pakistan']",70,0,0,206
2020-06-22 17:29:18,b'\xe2\x80\x98The #Galwan_conflict shifted attention away from #India\xe2\x80\x99s domestic turmoil\xe2\x80\x99 https://t.co/onlbbUPEK8',b'tbsnewsdotnet',"['Galwan_conflict', 'India']",461,0,0,106
2020-06-22 17:28:31,"b'From a young men of the youngest state of #India and a jobless.I request @KTRTRS sir,to give another moratorium period for the emi of all major credit cards,loans,and re-payments.As this pandemic is over is all. People like me cannot even pay it!people are been bankrupt! help. https://t.co/HBX7AzRPpe'",b'Mohsin6050Ali',['India'],0,0,0,301
2020-06-22 17:28:08,"b'#india #delhi #covid19 INDIA: Delhi reports 2,909 new cases of coronavirus, 62,655 cases in total. 2,233 deaths, 36,602 recovered.'",b'Nationalisticin',"['india', 'delhi', 'covid19']",0,0,0,130
2020-06-22 17:28:00,b'@PTI_News Same this require for whole country #India as this #COVID19 #coronavirus infection rising abnormally day by day everywhere..',b'joyb37',"['India', 'COVID19', 'coronavirus']",905,0,0,134
2020-06-22 17:27:37,b'How long more to wait for the #AppleMaps to cover #India n rest of the world \xf0\x9f\xa7\x90\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94 #iOS14 #WWDC2020',b'Kirankumar_P',"['AppleMaps', 'India', 'iOS14', 'WWDC2020']",84,0,0,106
2020-06-22 17:27:30,"b""@SagarSajad971 @ItsRomeo4 @hussain_imtiyaz Obviously, it does brother. Like my Uttarakhand belongs to the people of Uttarakhand. But if I say it doesn't belong to the rest of India, I should be thrown out of the country \xf0\x9f\x99\x82 I hope u get it. Each n every inch of India belongs to Indians. States &amp; UTs come later.#India""",b'mayankaddiction',['India'],19,0,0,323
2020-06-22 17:26:13,"b""Lol, #India has opened its market to #Australia right after they threw #China out and asked for #COVID19 enquiry. It's China that is suffering from an inferiority complex and dilemma of being left alone. Time is running out for CCP not the world democracies! https://t.co/Hj7FzyNOI9""",b'akashgupta646',"['India', 'Australia', 'China', 'COVID19']",221,0,0,282
2020-06-22 17:25:49,"b'It\xe2\x80\x99s #Bihar #Regiment, not #Biharis #IndianArmy #India  https://t.co/wexmWKJCJ2'",b'aana_2210',"['Bihar', 'Regiment', 'Biharis', 'IndianArmy', 'India']",206,1,1,81
2020-06-22 17:25:29,"b'@globaltimesnews @CNN @NBCNews @dandeluce #china gifted CORONA to the whole world.#INDIA gifted YOGA to the whole world.Difference is in basics of life &amp; culture. #china wants to kill the world &amp; India meditate the world.#China captures other countries territory, #India helps other countries to establish democracy.'",b'bharath_53',"['china', 'INDIA', 'china', 'China', 'India']",21,0,0,324
2020-06-22 17:24:57,b'Who all are awake in India to follow the realtime updates from #WWDC20 ?  #Apple #AppleFanBoys #India',b'zentosh',"['WWDC20', 'Apple', 'AppleFanBoys', 'India']",517,0,0,101
2020-06-22 17:24:11,b'Click this linkhttps://t.co/F1Z7H2eRZ8.#london #jobs #uk #food #work #staff #ZARA #uber #eat #LondonBridge #Sales #vacancy #need #money #people #office #wage #looking #boris #COVID19 #money #Netflix #india #pakistan #Paris #Canada #birthday #free #help #IZONE #NHSJobs #job https://t.co/6CluftJfOz',b'Muhamma95178049',"['london', 'jobs', 'uk', 'food', 'work', 'staff', 'ZARA', 'uber', 'eat', 'LondonBridge', 'Sales', 'vacancy', 'need', 'money', 'people', 'office', 'wage', 'looking', 'boris', 'COVID19', 'money', 'Netflix', 'india', 'pakistan', 'Paris', 'Canada', 'birthday', 'free', 'help', 'IZONE', 'NHSJobs', 'job']",0,2,0,297
2020-06-22 17:23:53,b'War Dikhao Yaar #India #China We have Never Seen This\xf0\x9f\x98\x92\xf0\x9f\x98\x92',b'_aa_1218',"['India', 'China']",16,0,0,61
2020-06-22 17:23:50,b'Wow watch to know about #IndoChinaFaceoff at #GalwanValley. Lots of us in #US dint know this much of a complications in resolving border issues between #India and #China. Very complex and good to know Indian Army is standing firmly and giving nice response Respect\xf0\x9f\x98\x8f @desertfox61I https://t.co/OXfKrVJGZW',b'USIndoPacific',"['IndoChinaFaceoff', 'GalwanValley', 'US', 'India', 'China']",811,13,1,306
2020-06-22 17:23:44,b'How she looks - She is an angel from heaven #Angel #Vijay #Rajini #Ajith #AnushkaShetty #Anushka #Sweety @Anushka_ASF #Maniya44 #ExcelPlanet #beauty #movie #Good #TrendingNow #Trending #India #asia #AnushkaMyLife #WhatsAppStatus #TamilSong #Song #chinaindiaborder #HBDVijay #Love https://t.co/QhXFWtNBPu',b'Maniya44',"['Angel', 'Vijay', 'Rajini', 'Ajith', 'AnushkaShetty', 'Anushka', 'Sweety', 'Maniya44', 'ExcelPlanet', 'beauty', 'movie', 'Good', 'TrendingNow', 'Trending', 'India', 'asia', 'AnushkaMyLife', 'WhatsAppStatus', 'TamilSong', 'Song', 'chinaindiaborder', 'HBDVijay', 'Love']",68,0,0,303
2020-06-22 17:23:40,b'#China\xe2\x80\x99s strong-arm action at #LadakhBorder sent a clear message to #India as well as #Beijing\xe2\x80\x99s other antagonists that its long-held policy to maintain status quo in its border &amp; maritime disputes should not be taken for granted. https://t.co/rQYIOhL2mj @ImtiazGul60 @zlj517',b'Matrixxmedia',"['China', 'LadakhBorder', 'India', 'Beijing']",62933,4,1,283
2020-06-22 17:23:36,b'22/6/2020#India \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 - Covid Status10:50pm Update https://t.co/KyV9uX2hay',b'traphikp',['India'],2095,17,4,77
2020-06-22 17:23:31,b'Make your dream of eating in coach cafe come true!Rail Coah Cafe inaugurated at #Mysuru Rail Museum adding one more attaraction to Rail Museum@DrmMys #India #IndianRailways #Karnataka #IndiaFightsCoronavirus #MysuruRailmuseum #Heritage #museum https://t.co/LhNpBIizmB',b'SWRRLY',"['Mysuru', 'India', 'IndianRailways', 'Karnataka', 'IndiaFightsCoronavirus', 'MysuruRailmuseum', 'Heritage', 'museum']",38116,5,1,267
2020-06-22 17:23:02,b'India will be on the top in internet usage by 2025https://t.co/iBTAidz3SF#India #Indian #networking #network #NETWORKMARKETING #networks #networksecurity #networkheroes #BREAKING #BreakingNews #Breaking_News https://t.co/vPIenqmvmr',b'newsteamz',"['India', 'Indian', 'networking', 'network', 'NETWORKMARKETING', 'networks', 'networksecurity', 'networkheroes', 'BREAKING', 'BreakingNews', 'Breaking_News']",1,1,0,231
2020-06-22 17:22:36,"b'@shen_shiwei #chinese agent #oli now p.m of #nepal and he started chinese propaganda,#divideandrule against #india'",b'ashish6475',"['chinese', 'oli', 'nepal', 'divideandrule', 'india']",37,0,0,114
2020-06-22 17:22:31,"b'Mark was thinking that it was time to take revenge on #Pakistan of 71 and he was happy in his heart. He was warmly received in #India, the special guest of the #IndianAirForce who was second to none in flying the #Russian made #SU 30. #PAF #PakistanAirForce #PakistanZindabad https://t.co/eYXmtnfpy3'",b'GHaZ_NAwE77',"['Pakistan', 'India', 'IndianAirForce', 'Russian', 'SU', 'PAF', 'PakistanAirForce', 'PakistanZindabad']",3734,13,5,299
2020-06-22 17:22:11,"b""#SoniaChinaDeal must be probed and agreement should be seized by govt. #India doesn't have trust in @RahulGandhi and his family. The family party @INCIndia deal with #CPC might be compromising with #NationalSecurity . May be that is the reason #Congress taking #China side.""",b'WordOfPrabhakar',"['SoniaChinaDeal', 'India', 'CPC', 'NationalSecurity', 'Congress', 'China']",76,0,0,273
2020-06-22 17:21:45,"b'#India abstains from #UN Commission on #HumanRights vote for draft Resolution L23 condemning #Myanmar for its treatment of #Rohingya. 37 votes in favor, 2 against and 8 abstentions. #Pakistan is among 37 Yes votes. https://t.co/O33tA6yNfx'",b'haqsmusings',"['India', 'UN', 'HumanRights', 'Myanmar', 'Rohingya', 'Pakistan']",2449,4,0,238
2020-06-22 17:21:38,b'@MangaloreCity @nistula It is an healthy practice which should be adhered to &amp; motivated all over in this critical context where the #pandemic is raising its ugly head once again to to play havoc in #India &amp; world over too in its bid  for  \xe2\x80\x9csecond innings\xe2\x80\x9d after a successful &amp; crippling first innings.',b'AtthiDevarajan',"['pandemic', 'India']",629,1,1,318
2020-06-22 17:21:32,"b'""The Importance of India""by @kolchinski#india #china #democracy #geopolitics #population #history #future #MadeInIndiahttps://t.co/mMXeWPKLtE'",b'usdetour',"['india', 'china', 'democracy', 'geopolitics', 'population', 'history', 'future', 'MadeInIndia']",309,0,1,141
2020-06-22 17:21:04,b'Follow me on #instagram @instagram #India #fashionblogger #fashion https://t.co/kJicFMN5cz',b'silver_mistt',"['instagram', 'India', 'fashionblogger', 'fashion']",40,1,0,90
2020-06-22 17:20:50,b'A 2020 survey shows that #China is the founder of #CoronaVirus. Just for your information that #India has provided medicines to 55 countries. @zlj517The world realizes that china is greedy. It grabs good things from others and gifts bad things in return.https://t.co/3zC6sbbclq',b'IndiaisIndia007',"['China', 'CoronaVirus', 'India']",14477,1,3,277
2020-06-22 17:20:15,"b'This title holds in its pages the very essence of #India, its people and its culture, conveyed through a selection of #shortstories and a #memoir by a few of the best authors of India. https://t.co/Mt5GhNrfLm @MaliniWellness'",b'IndieBookButler',"['India', 'shortstories', 'memoir']",114938,0,0,224
